Time,Betted On,CurrentValue,TargetAmt,Losscount,Wincount
2024-09-23 02:28:38,B,50774.86,55000,0,0
2024-09-23 02:32:49,B,51249.86,55000,0,0
2024-09-23 02:36:46,B,51724.86,55000,0,0
2024-09-23 02:40:46,B,52199.86,55000,0,0
2024-09-23 02:41:35,B,51699.86,55000,1,0
2024-09-23 02:44:45,B,52649.86,55000,0,0
2024-09-23 02:49:12,B,53124.86,55000,0,0
2024-09-23 02:50:04,B,52624.86,55000,1,0
2024-09-23 02:54:23,B,53574.86,55000,0,0
2024-09-23 02:58:28,B,54049.86,55000,0,0
2024-09-23 03:02:35,B,54524.86,55000,0,0
2024-09-23 03:03:27,B,54024.86,55000,1,0
2024-09-23 03:04:22,B,53024.86,55000,2,0
2024-09-23 03:05:08,A,52024.86,55000,3,0
