Time,Betted On,CurrentValue,TargetAmt,Losscount,Wincount
2024-10-05 04:26:26,A,6403.64,10000,0,0
2024-10-05 04:30:27,A,6451.14,10000,0,0
2024-10-05 04:31:16,B,6401.14,10000,1,0
2024-10-05 04:32:05,A,6448.64,10000,0,1
2024-10-05 04:32:53,A,6398.64,10000,1,0
2024-10-05 04:34:31,A,6348.64,10000,2,1
2024-10-05 04:35:15,B,6248.64,10000,3,0
2024-10-05 04:36:03,A,6098.64,10000,4,0
2024-10-05 04:36:49,A,6336.14,10000,2,1
2024-10-05 04:38:23,A,6431.14,10000,0,0
2024-10-05 04:42:19,A,6478.64,10000,0,0
2024-10-05 04:46:18,A,6526.14,10000,0,0
2024-10-05 04:47:06,B,6476.14,10000,1,0
2024-10-05 04:47:52,A,6426.14,10000,2,0
2024-10-05 04:48:38,A,6521.14,10000,0,1
2024-10-05 04:50:14,A,6568.64,10000,0,0
2024-10-05 04:51:15,B,6518.64,10000,1,0
2024-10-05 04:52:00,A,6566.14,10000,0,1
2024-10-05 04:52:50,A,6516.14,10000,1,0
2024-10-05 04:54:32,B,6563.64,10000,0,1
2024-10-05 04:55:18,B,6513.64,10000,1,0
2024-10-05 04:56:06,A,6561.14,10000,0,1
2024-10-05 04:58:28,B,6608.64,10000,0,0
2024-10-05 04:59:18,B,6558.64,10000,1,0
2024-10-05 05:00:01,A,6606.14,10000,0,1
2024-10-05 05:02:25,A,6653.64,10000,0,0
2024-10-05 05:06:26,A,6701.14,10000,0,0
2024-10-05 05:07:19,B,6651.14,10000,1,0
2024-10-05 05:08:05,A,6698.64,10000,0,1
2024-10-05 05:10:32,A,6746.14,10000,0,0
2024-10-05 05:11:27,B,6696.14,10000,1,0
2024-10-05 05:12:19,A,6646.14,10000,2,0
2024-10-05 05:13:09,A,6741.14,10000,0,1
2024-10-05 05:14:49,B,6691.14,10000,1,1
2024-10-05 05:15:31,B,6738.64,10000,0,2
2024-10-05 05:16:20,A,6688.64,10000,1,0
2024-10-05 05:17:09,A,6736.14,10000,0,1
