Time,Betted On,CurrentValue,TargetAmt,Losscount,Wincount
2024-09-19 01:30:55,B,36159.1, 36600,0,0
2024-09-19 01:31:36,B,36159.1, 36600,1,0
2024-09-19 01:32:22,A,36204.1, 36600,1,1
2024-09-19 01:33:07,A,36251.6, 36600,1,2
2024-09-19 01:34:44,B,36201.6, 36600,2,0
2024-09-19 01:35:29,B,36296.6, 36600,0,1
2024-09-19 01:38:34,B,36344.1, 36600,0,0
2024-09-19 01:39:22,B,36391.6, 36600,0,1
2024-09-19 01:40:07,A,36439.1, 36600,0,2
2024-09-19 01:42:30,B,36486.6, 36600,0,0
2024-09-19 01:43:16,B,36534.1, 36600,0,1
2024-09-19 01:44:01,A,36581.6, 36600,0,2
2024-09-19 01:44:46,A,36531.6, 36600,1,0
