Time,Betted On,CurrentValue,TargetAmt,Losscount,Wincount
2024-10-05 01:31:07,B,6038.64,10000,0,0
2024-10-05 01:31:54,B,6086.14,10000,0,1
2024-10-05 01:35:01,B,6133.64,10000,0,0
2024-10-05 01:35:45,B,6181.14,10000,0,1
2024-10-05 01:39:06,B,6228.64,10000,0,0
2024-10-05 01:39:52,B,6178.64,10000,1,0
2024-10-05 01:40:41,A,6128.64,10000,2,0
2024-10-05 01:41:26,B,6223.64,10000,0,1
2024-10-05 01:43:07,B,6271.14,10000,0,2
2024-10-05 01:46:57,B,6318.64,10000,0,0
2024-10-05 01:47:41,B,6268.64,10000,1,0
2024-10-05 01:48:31,A,6218.64,10000,2,0
2024-10-05 01:49:19,B,6118.64,10000,3,0
2024-10-05 01:51:15,B,5968.64,10000,4,1
2024-10-05 01:52:03,B,5718.64,10000,5,0
2024-10-05 01:52:54,A,5318.64,10000,6,0
2024-10-05 01:53:42,B,5936.14,10000,4,1
2024-10-05 01:55:28,B,5686.14,10000,5,1
2024-10-05 01:56:15,B,5286.14,10000,6,0
2024-10-05 01:59:28,B,5903.64,10000,0,0
2024-10-05 02:00:17,B,5853.64,10000,1,0
