Time,Betted On,CurrentValue,TargetAmt,Losscount,Wincount
2024-09-21 03:23:40,B,50698.1,55000,0,0
2024-09-21 03:24:25,B,50198.1,55000,1,0
2024-09-21 03:27:28,B,51148.1,55000,0,0
2024-09-21 03:31:54,B,51623.1,55000,0,0
2024-09-21 03:32:48,B,51123.1,55000,1,0
2024-09-21 03:33:46,B,50123.1,55000,2,0
2024-09-21 03:34:40,A,48623.1,55000,3,0
2024-09-21 03:36:25,B,52423.1,55000,0,0
2024-09-21 03:40:33,B,52898.1,55000,0,0
2024-09-21 03:41:22,B,52398.1,55000,1,0
2024-09-21 03:42:16,B,51398.1,55000,2,0
2024-09-21 03:43:06,B,53298.1,55000,0,1
2024-09-21 03:44:48,B,53773.1,55000,0,0
2024-09-21 03:49:05,B,54248.1,55000,0,0
2024-09-21 03:53:16,B,54723.1,55000,0,0
