Time,Betted On,CurrentValue,TargetAmt,Losscount,Wincount
2024-09-24 16:32:38,A,8136.3,15000,0,0
2024-09-24 16:36:32,A,8231.3,15000,0,0
2024-09-24 16:48:26,A,8326.3,15000,0,0
2024-09-24 16:49:10,B,8326.3,15000,1,0
2024-09-24 16:52:36,A,8416.3,15000,0,0
2024-09-24 17:00:57,A,8511.3,15000,0,0
2024-09-24 17:01:49,B,8411.3,15000,1,0
2024-09-24 17:05:09,A,8601.3,15000,0,0
2024-09-24 17:05:58,B,8501.3,15000,1,0
2024-09-24 17:09:26,A,8691.3,15000,0,0
2024-09-24 17:13:44,A,8786.3,15000,0,0
2024-09-24 17:22:09,A,8881.3,15000,0,0
2024-09-24 17:26:27,A,8976.3,15000,0,0
2024-09-24 17:27:13,B,8876.3,15000,1,0
2024-09-24 17:28:01,A,8676.3,15000,2,0
2024-09-24 17:34:29,A,8961.3,15000,0,1
2024-09-24 17:42:05,A,9056.3,15000,0,0
2024-09-24 17:42:45,B,9056.3,15000,1,0
2024-09-24 17:43:34,A,8756.3,15000,2,0
2024-09-24 17:49:45,A,9041.3,15000,0,1
2024-09-24 18:05:39,A,9136.3,15000,0,0
2024-09-24 18:06:25,B,9036.3,15000,1,0
2024-09-24 18:07:14,A,8836.3,15000,2,0
2024-09-24 18:13:44,A,8536.3,15000,3,0
2024-09-24 18:14:26,B,8536.3,15000,1,1
2024-09-24 18:15:12,A,8911.3,15000,2,0
