Time,Betted On,CurrentValue,TargetAmt,Losscount,Wincount
2024-09-20 13:57:23,B,23570.1,26000,0,0
2024-09-20 14:01:26,B,24045.1,26000,0,0
2024-09-20 14:02:18,B,23545.1,26000,1,0
2024-09-20 14:03:11,B,22554.1,26000,2,0
2024-09-20 14:03:56,B,23504.1,26000,0,1
2024-09-20 14:05:48,B,23979.1,26000,0,2
2024-09-20 14:06:33,B,23479.1,26000,1,0
2024-09-20 14:09:47,B,24429.1,26000,0,0
2024-09-20 14:14:00,B,24904.1,26000,0,0
2024-09-20 14:14:47,B,24404.1,26000,1,0
2024-09-20 14:15:33,B,23404.1,26000,2,0
2024-09-20 14:16:15,B,24354.1,26000,0,1
2024-09-20 14:17:51,B,24820.1,26000,0,2
2024-09-20 14:18:32,A,24820.1,26000,0,3
