Time,Betted On,CurrentValue,TargetAmt,Losscount,Wincount
2024-09-18 01:31:04,B,35465.6,37000,0,0
2024-09-18 01:31:54,B,35415.6,37000,1,0
2024-09-18 01:32:38,B,35315.6,37000,2,0
2024-09-18 01:33:28,B,35410.6,37000,0,1
2024-09-18 01:35:01,B,35458.1,37000,0,2
2024-09-18 01:35:44,A,35458.1,37000,0,3
2024-09-18 01:36:31,A,35455.6,37000,1,0
2024-09-18 01:37:13,A,35355.6,37000,2,0
2024-09-18 01:38:52,B,35255.6,37000,3,0
2024-09-18 01:39:32,A,35255.6,37000,4,0
2024-09-18 01:40:16,B,34855.6,37000,5,0
2024-09-18 01:41:01,B,34455.6,37000,6,0
2024-09-18 01:42:38,A,33805.6,37000,7,0
