Time,Betted On,CurrentValue,TargetAmt,Losscount,Wincount
2024-10-11 16:55:03,A,45100.71,47000,0,0
2024-10-11 16:55:28,B,44650.71,47000,1,0
2024-10-11 16:55:52,B,44425.71,47000,2,0
